매물번호,아파트명,거래타입,층,가격,정렬용가격,공급면적,전용면적,공급면적(평수),전용면적(평수),방향,생성일시,세대수,준공년도
2552312952,삼성,전세,16/17,"11억 5,000",115000,159,136,48.09750180365632,41.140001542750056,남동향,2025-10-13 17:25:17,,
2554729011,신공덕삼성래미안1차,매매,6/21,"16억 5,000",165000,81,59,24.502500918843783,17.847500669281274,남동향,2025-10-13 17:25:17,,
2553539643,신공덕삼성래미안1차,매매,2/22,"18억 2,000",182000,109,84,32.972501236468794,25.41000095287504,남서향,2025-10-13 17:25:17,,
2554957639,신공덕삼성래미안1차,매매,저/21,19억,190000,142,114,42.95500161081256,34.485001293187544,남서향,2025-10-13 17:25:17,,
2554160125,신공덕삼성래미안1차,전세,1/21,"8억 8,000",88000,142,114,42.95500161081256,34.485001293187544,남동향,2025-10-13 17:25:17,,
2554906917,월드메르디앙,매매,1/27,"6억 5,000",65000,105,76,31.7625011910938,22.99000086212503,남향,2025-10-13 17:25:17,,
2553736110,월드메르디앙,매매,중/30,"6억 5,000",65000,113,84,34.1825012818438,25.41000095287504,남향,2025-10-13 17:25:17,,
2554906912,월드메르디앙,매매,7/30,"6억 8,000",68000,118,84,35.69500133856255,25.41000095287504,남향,2025-10-13 17:25:17,,
2553638570,월드메르디앙,매매,1/27,"6억 8,000",68000,131,101,39.627501486031306,30.55250114571879,남향,2025-10-13 17:25:17,,
2554888989,월드메르디앙,매매,17/30,8억,80000,156,122,47.19000176962506,36.90500138393755,남서향,2025-10-13 17:25:17,,
2553018492,월드메르디앙,매매,중/25,8억,80000,191,155,57.777502166656326,46.88750175828131,남향,2025-10-13 17:25:17,,
2554922472,월드메르디앙,전세,15/26,"4억 1,000",41000,105,76,31.7625011910938,22.99000086212503,남향,2025-10-13 17:25:17,,
2553780743,월드메르디앙,전세,1/30,"4억 5,000",45000,118,84,35.69500133856255,25.41000095287504,남향,2025-10-13 17:25:17,,
2554720079,월드메르디앙,전세,고/27,"5억 5,000",55000,131,101,39.627501486031306,30.55250114571879,남향,2025-10-13 17:25:17,,
2553781763,월드메르디앙,전세,30/30,"5억 5,000",55000,156,122,47.19000176962506,36.90500138393755,남향,2025-10-13 17:25:17,,
2551368188,월드메르디앙,전세,고/30,6억,60000,230,189,69.5750026090626,57.17250214396883,남향,2025-10-13 17:25:17,,
2554926900,현대홈타운,매매,1/20,12억,120000,79,59,23.89750089615628,17.847500669281274,동향,2025-10-13 17:25:17,,
2552740063,현대홈타운,매매,13/20,"16억 2,000",162000,107,84,32.367501213781296,25.41000095287504,남서향,2025-10-13 17:25:17,,
2554941926,현대홈타운,매매,2/20,"17억 5,000",175000,139,113,42.04750157678131,34.1825012818438,동향,2025-10-13 17:25:17,,
2552677953,현대홈타운,전세,저/20,6억,60000,79,59,23.89750089615628,17.847500669281274,동향,2025-10-13 17:25:17,,
2554945170,현대홈타운,전세,6/20,"5억 9,000",59000,107,84,32.367501213781296,25.41000095287504,남향,2025-10-13 17:25:17,,
2552007906,e편한세상마포리버파크,매매,4/20,23억,230000,84,59,25.41000095287504,17.847500669281274,남동향,2025-10-14 17:16:23,,
2555104050,e편한세상마포리버파크,매매,18/21,"29억 5,000",295000,110,84,33.27500124781255,25.41000095287504,남서향,2025-10-14 17:16:23,,
2554812390,e편한세상마포리버파크,전세,저/21,"12억 5,000",125000,111,84,33.57750125915629,25.41000095287504,남동향,2025-10-14 17:16:23,,
2555056588,e편한세상마포리버파크,전세,5/19,16억,160000,152,123,45.98000172425006,37.2075013952813,남서향,2025-10-14 17:16:23,,
2554152290,공덕삼성,매매,저/22,"15억 5,000",155000,85,59,25.712500964218783,17.847500669281274,동향,2025-10-14 17:16:23,,
2554548745,공덕삼성,매매,고/25,"22억 5,000",225000,142,114,42.95500161081256,34.485001293187544,남향,2025-10-14 17:16:23,,
2554531572,공덕삼성,전세,17/22,"6억 5,000",65000,85,59,25.712500964218783,17.847500669281274,남동향,2025-10-14 17:16:23,,
2555136867,공덕삼성,전세,16/25,"8억 4,000",84000,112,84,33.880001270500046,25.41000095287504,동향,2025-10-14 17:16:23,,
2555250440,공덕삼성,전세,1/25,11억,110000,142,114,42.95500161081256,34.485001293187544,남향,2025-10-14 17:16:23,,
2551249762,대흥태영(마포태영),매매,1/22,"19억 5,000",195000,109,84,32.972501236468794,25.41000095287504,남동향,2025-10-14 17:16:23,,
2551754072,대흥태영(마포태영),매매,6/18,"22억 5,000",225000,142,114,42.95500161081256,34.485001293187544,남서향,2025-10-14 17:16:23,,
2555058905,대흥태영(마포태영),전세,8/23,"6억 5,000",65000,83,59,25.107500941531285,17.847500669281274,남서향,2025-10-14 17:16:23,,
2555063699,대흥태영(마포태영),전세,12/18,"8억 3,000",83000,109,84,32.972501236468794,25.41000095287504,남서향,2025-10-14 17:16:23,,
2555141939,도원삼성래미안,매매,1/22,"14억 8,000",148000,81,59,24.502500918843783,17.847500669281274,남동향,2025-10-14 17:16:23,,
2555176585,도원삼성래미안,매매,고/22,"17억 2,000",172000,108,84,32.67000122512504,25.41000095287504,남서향,2025-10-14 17:16:23,,
2554528257,도원삼성래미안,매매,저/22,19억,190000,142,114,42.95500161081256,34.485001293187544,남동향,2025-10-14 17:16:23,,
2554956413,도원삼성래미안,전세,중/22,6억,60000,81,59,24.502500918843783,17.847500669281274,남동향,2025-10-14 17:16:23,,
2555154929,도원삼성래미안,전세,저/22,7억,70000,108,84,32.67000122512504,25.41000095287504,남서향,2025-10-14 17:16:23,,
2553339541,도원삼성래미안,전세,중/21,"7억 5,000",75000,142,114,42.95500161081256,34.485001293187544,남동향,2025-10-14 17:16:23,,
2555144853,도화현대1차,매매,12/16,"14억 7,000",147000,94,68,28.435001066312537,20.570000771375028,동향,2025-10-14 17:16:23,,
2554942595,도화현대1차,매매,3/15,"16억 5,000",165000,106,79,32.06500120243754,23.89750089615628,동향,2025-10-14 17:16:23,,
2554870511,도화현대1차,매매,5/15,19억,190000,130,112,39.325001474687554,33.880001270500046,남향,2025-10-14 17:16:23,,
2553680790,도화현대1차,매매,저/15,22억,220000,148,128,44.77000167887506,38.720001452000055,남향,2025-10-14 17:16:23,,
2554968946,도화현대1차,전세,11/15,10억,100000,168,147,50.82000190575007,44.46750166753131,남향,2025-10-14 17:16:23,,
2555032393,마포자이,매매,7/19,"25억 5,000",255000,108,84,32.67000122512504,25.41000095287504,남동향,2025-10-14 17:16:23,,
2553226368,마포자이,매매,고/19,30억,300000,135,113,40.8375015314063,34.1825012818438,남동향,2025-10-14 17:16:23,,
2554081744,마포자이,매매,고/25,"30억 5,000",305000,189,157,57.17250214396883,47.492501780968816,남서향,2025-10-14 17:16:23,,
2552851466,삼성,전세,저/17,"6억 5,000",65000,90,72,27.225001020937537,21.78000081675003,남향,2025-10-14 17:16:23,,
2554298457,삼성,전세,3/17,"7억 5,000",75000,104,84,31.46000117975004,25.41000095287504,남서향,2025-10-14 17:16:23,,
2553842295,삼성,전세,1/17,10억,100000,158,136,47.79500179231256,41.140001542750056,남동향,2025-10-14 17:16:23,,
2555044034,삼성,전세,저/17,11억,110000,159,136,48.09750180365632,41.140001542750056,남동향,2025-10-14 17:16:23,,
2555116067,신공덕삼성래미안1차,매매,6/21,"16억 5,000",165000,81,59,24.502500918843783,17.847500669281274,남동향,2025-10-14 17:16:23,,
2554978413,신공덕삼성래미안1차,매매,11/22,19억,190000,109,84,32.972501236468794,25.41000095287504,남동향,2025-10-14 17:16:23,,
2555107295,신공덕삼성래미안1차,매매,저/21,19억,190000,142,114,42.95500161081256,34.485001293187544,남서향,2025-10-14 17:16:23,,
2554160125,신공덕삼성래미안1차,전세,1/21,"8억 8,000",88000,142,114,42.95500161081256,34.485001293187544,남동향,2025-10-14 17:16:23,,
2554906917,월드메르디앙,매매,1/27,"6억 5,000",65000,105,76,31.7625011910938,22.99000086212503,남향,2025-10-14 17:16:23,,
2553736110,월드메르디앙,매매,중/30,"6억 5,000",65000,113,84,34.1825012818438,25.41000095287504,남향,2025-10-14 17:16:23,,
2554875563,월드메르디앙,매매,1/30,"6억 8,000",68000,118,84,35.69500133856255,25.41000095287504,남향,2025-10-14 17:16:23,,
2553638570,월드메르디앙,매매,1/27,7억,70000,131,101,39.627501486031306,30.55250114571879,남향,2025-10-14 17:16:23,,
2554888989,월드메르디앙,매매,17/30,8억,80000,156,122,47.19000176962506,36.90500138393755,남서향,2025-10-14 17:16:23,,
2553018492,월드메르디앙,매매,중/25,8억,80000,191,155,57.777502166656326,46.88750175828131,남향,2025-10-14 17:16:23,,
2555238754,월드메르디앙,매매,고/30,"10억 5,000",105000,230,189,69.5750026090626,57.17250214396883,남향,2025-10-14 17:16:23,,
2555066117,월드메르디앙,전세,15/26,"4억 1,000",41000,105,76,31.7625011910938,22.99000086212503,남향,2025-10-14 17:16:23,,
2553780743,월드메르디앙,전세,1/30,"4억 5,000",45000,118,84,35.69500133856255,25.41000095287504,남향,2025-10-14 17:16:23,,
2554720079,월드메르디앙,전세,고/27,"5억 5,000",55000,131,101,39.627501486031306,30.55250114571879,남향,2025-10-14 17:16:23,,
2553781763,월드메르디앙,전세,30/30,"5억 5,000",55000,156,122,47.19000176962506,36.90500138393755,남향,2025-10-14 17:16:23,,
2551368188,월드메르디앙,전세,고/30,6억,60000,230,189,69.5750026090626,57.17250214396883,남향,2025-10-14 17:16:23,,
2554958679,현대홈타운,매매,1/20,12억,120000,79,59,23.89750089615628,17.847500669281274,동향,2025-10-14 17:16:23,,
2554992299,현대홈타운,매매,13/20,"16억 2,000",162000,107,84,32.367501213781296,25.41000095287504,남서향,2025-10-14 17:16:23,,
2554941926,현대홈타운,매매,2/20,"17억 5,000",175000,139,113,42.04750157678131,34.1825012818438,동향,2025-10-14 17:16:23,,
2552677953,현대홈타운,전세,저/20,6억,60000,79,59,23.89750089615628,17.847500669281274,동향,2025-10-14 17:16:23,,
2554570357,현대홈타운,전세,6/20,"5억 9,000",59000,107,84,32.367501213781296,25.41000095287504,남향,2025-10-14 17:16:23,,
2552007906,e편한세상마포리버파크,매매,4/20,23억,230000,84,59,25.41000095287504,17.847500669281274,남동향,2025-10-15 17:15:21,,
2555372812,e편한세상마포리버파크,매매,18/21,"29억 5,000",295000,110,84,33.27500124781255,25.41000095287504,남향,2025-10-15 17:15:21,,
2554812390,e편한세상마포리버파크,전세,저/21,"12억 5,000",125000,111,84,33.57750125915629,25.41000095287504,남동향,2025-10-15 17:15:21,,
2555285056,e편한세상마포리버파크,전세,5/19,16억,160000,152,123,45.98000172425006,37.2075013952813,남서향,2025-10-15 17:15:21,,
2554152290,공덕삼성,매매,저/22,"15억 5,000",155000,85,59,25.712500964218783,17.847500669281274,동향,2025-10-15 17:15:21,,
2554548745,공덕삼성,매매,고/25,"22억 5,000",225000,142,114,42.95500161081256,34.485001293187544,남향,2025-10-15 17:15:21,,
2555435166,공덕삼성,전세,17/22,"6억 5,000",65000,85,59,25.712500964218783,17.847500669281274,남동향,2025-10-15 17:15:21,,
2555346520,공덕삼성,전세,16/25,"8억 4,000",84000,112,84,33.880001270500046,25.41000095287504,동향,2025-10-15 17:15:21,,
2555277934,공덕삼성,전세,1/25,11억,110000,142,114,42.95500161081256,34.485001293187544,남향,2025-10-15 17:15:21,,
2555432177,대흥태영(마포태영),매매,고/20,"16억 7,000",167000,83,59,25.107500941531285,17.847500669281274,남동향,2025-10-15 17:15:21,,
2551249762,대흥태영(마포태영),매매,1/22,"19억 5,000",195000,109,84,32.972501236468794,25.41000095287504,남동향,2025-10-15 17:15:21,,
2551754072,대흥태영(마포태영),매매,6/18,"22억 5,000",225000,142,114,42.95500161081256,34.485001293187544,남서향,2025-10-15 17:15:21,,
2555058905,대흥태영(마포태영),전세,8/23,"6억 5,000",65000,83,59,25.107500941531285,17.847500669281274,남서향,2025-10-15 17:15:21,,
2555063699,대흥태영(마포태영),전세,12/18,"8억 3,000",83000,109,84,32.972501236468794,25.41000095287504,남서향,2025-10-15 17:15:21,,
2555141939,도원삼성래미안,매매,1/22,"14억 8,000",148000,81,59,24.502500918843783,17.847500669281274,남동향,2025-10-15 17:15:21,,
2554999429,도원삼성래미안,매매,고/22,"17억 1,000",171000,108,84,32.67000122512504,25.41000095287504,남서향,2025-10-15 17:15:21,,
2554528257,도원삼성래미안,매매,저/22,19억,190000,142,114,42.95500161081256,34.485001293187544,남동향,2025-10-15 17:15:21,,
2554956413,도원삼성래미안,전세,중/22,6억,60000,81,59,24.502500918843783,17.847500669281274,남동향,2025-10-15 17:15:21,,
2555371672,도원삼성래미안,전세,고/22,"6억 5,000",65000,108,84,32.67000122512504,25.41000095287504,남서향,2025-10-15 17:15:21,,
2553339541,도원삼성래미안,전세,중/21,"7억 5,000",75000,142,114,42.95500161081256,34.485001293187544,남동향,2025-10-15 17:15:21,,
2555435104,도화현대1차,매매,11/16,14억,140000,94,68,28.435001066312537,20.570000771375028,동향,2025-10-15 17:15:21,,
2554942595,도화현대1차,매매,3/15,"16억 5,000",165000,106,79,32.06500120243754,23.89750089615628,동향,2025-10-15 17:15:21,,
2554870511,도화현대1차,매매,5/15,19억,190000,130,112,39.325001474687554,33.880001270500046,남향,2025-10-15 17:15:21,,
2555268328,도화현대1차,매매,저/13,18억,180000,148,128,44.77000167887506,38.720001452000055,남향,2025-10-15 17:15:21,,
2554968946,도화현대1차,전세,11/15,10억,100000,168,147,50.82000190575007,44.46750166753131,남향,2025-10-15 17:15:21,,
2555285114,마포자이,매매,7/19,"25억 5,000",255000,108,84,32.67000122512504,25.41000095287504,남동향,2025-10-15 17:15:21,,
2555434043,마포자이,매매,중/19,28억,280000,135,113,40.8375015314063,34.1825012818438,남동향,2025-10-15 17:15:21,,
2554081744,마포자이,매매,고/25,"30억 5,000",305000,189,157,57.17250214396883,47.492501780968816,남서향,2025-10-15 17:15:21,,
2555334874,마포자이,전세,고/25,15억,150000,135,113,40.8375015314063,34.1825012818438,남서향,2025-10-15 17:15:21,,
2552851466,삼성,전세,저/17,"6억 5,000",65000,90,72,27.225001020937537,21.78000081675003,남향,2025-10-15 17:15:21,,
2554298457,삼성,전세,3/17,"7억 5,000",75000,104,84,31.46000117975004,25.41000095287504,남서향,2025-10-15 17:15:21,,
2553842295,삼성,전세,1/17,10억,100000,158,136,47.79500179231256,41.140001542750056,남동향,2025-10-15 17:15:21,,
2555044034,삼성,전세,저/17,11억,110000,159,136,48.09750180365632,41.140001542750056,남동향,2025-10-15 17:15:21,,
2555409042,신공덕삼성래미안1차,매매,6/21,"16억 5,000",165000,81,59,24.502500918843783,17.847500669281274,남동향,2025-10-15 17:15:21,,
2555316196,신공덕삼성래미안1차,매매,11/22,19억,190000,109,84,32.972501236468794,25.41000095287504,남동향,2025-10-15 17:15:21,,
2555107789,신공덕삼성래미안1차,매매,저/21,"19억 5,000",195000,142,114,42.95500161081256,34.485001293187544,동향,2025-10-15 17:15:21,,
2555389633,신공덕삼성래미안1차,전세,10/22,"6억 7,000",67000,81,59,24.502500918843783,17.847500669281274,남서향,2025-10-15 17:15:21,,
2554160125,신공덕삼성래미안1차,전세,1/21,"8억 8,000",88000,142,114,42.95500161081256,34.485001293187544,남동향,2025-10-15 17:15:21,,
2554906917,월드메르디앙,매매,1/27,"6억 5,000",65000,105,76,31.7625011910938,22.99000086212503,남향,2025-10-15 17:15:21,,
2553736110,월드메르디앙,매매,중/30,"6억 5,000",65000,113,84,34.1825012818438,25.41000095287504,남향,2025-10-15 17:15:21,,
2555437919,월드메르디앙,매매,7/30,"6억 8,000",68000,118,84,35.69500133856255,25.41000095287504,남향,2025-10-15 17:15:21,,
2553638570,월드메르디앙,매매,1/27,7억,70000,131,101,39.627501486031306,30.55250114571879,남향,2025-10-15 17:15:21,,
2554888989,월드메르디앙,매매,17/30,8억,80000,156,122,47.19000176962506,36.90500138393755,남서향,2025-10-15 17:15:21,,
2553018492,월드메르디앙,매매,중/25,8억,80000,191,155,57.777502166656326,46.88750175828131,남향,2025-10-15 17:15:21,,
2555238754,월드메르디앙,매매,고/30,"10억 5,000",105000,230,189,69.5750026090626,57.17250214396883,남향,2025-10-15 17:15:21,,
2555066117,월드메르디앙,전세,15/26,"4억 1,000",41000,105,76,31.7625011910938,22.99000086212503,남향,2025-10-15 17:15:21,,
2553780743,월드메르디앙,전세,1/30,"4억 5,000",45000,118,84,35.69500133856255,25.41000095287504,남향,2025-10-15 17:15:21,,
2554720079,월드메르디앙,전세,고/27,"5억 5,000",55000,131,101,39.627501486031306,30.55250114571879,남향,2025-10-15 17:15:21,,
2553781763,월드메르디앙,전세,30/30,"5억 5,000",55000,156,122,47.19000176962506,36.90500138393755,남향,2025-10-15 17:15:21,,
2551368188,월드메르디앙,전세,고/30,6억,60000,230,189,69.5750026090626,57.17250214396883,남향,2025-10-15 17:15:21,,
2554958679,현대홈타운,매매,1/20,12억,120000,79,59,23.89750089615628,17.847500669281274,동향,2025-10-15 17:15:21,,
2555365416,현대홈타운,매매,저/20,16억,160000,107,84,32.367501213781296,25.41000095287504,남서향,2025-10-15 17:15:21,,
2555277769,현대홈타운,매매,2/20,"17억 5,000",175000,139,113,42.04750157678131,34.1825012818438,남향,2025-10-15 17:15:21,,
2552677953,현대홈타운,전세,저/20,6억,60000,79,59,23.89750089615628,17.847500669281274,동향,2025-10-15 17:15:21,,
2555263470,현대홈타운,전세,13/20,7억,70000,139,113,42.04750157678131,34.1825012818438,남향,2025-10-15 17:15:21,,
2552007906,e편한세상마포리버파크,매매,4/20,23억,230000,84,59,25.41000095287504,17.847500669281274,남동향,2025-10-16 11:08:41,,
2555535906,e편한세상마포리버파크,매매,18/21,"29억 5,000",295000,110,84,33.27500124781255,25.41000095287504,남서향,2025-10-16 11:08:41,,
2554812390,e편한세상마포리버파크,전세,저/21,"12억 5,000",125000,111,84,33.57750125915629,25.41000095287504,남동향,2025-10-16 11:08:41,,
2555285056,e편한세상마포리버파크,전세,5/19,16억,160000,152,123,45.98000172425006,37.2075013952813,남서향,2025-10-16 11:08:41,,
2554152290,공덕삼성,매매,저/22,"15억 5,000",155000,85,59,25.712500964218783,17.847500669281274,동향,2025-10-16 11:08:41,,
2554548745,공덕삼성,매매,고/25,"22억 5,000",225000,142,114,42.95500161081256,34.485001293187544,남향,2025-10-16 11:08:41,,
2555435166,공덕삼성,전세,17/22,"6억 5,000",65000,85,59,25.712500964218783,17.847500669281274,남동향,2025-10-16 11:08:41,,
2555429696,공덕삼성,전세,16/25,"8억 4,000",84000,112,84,33.880001270500046,25.41000095287504,동향,2025-10-16 11:08:41,,
2555539759,공덕삼성,전세,1/25,11억,110000,142,114,42.95500161081256,34.485001293187544,남향,2025-10-16 11:08:41,,
2555517700,대흥태영(마포태영),매매,고/20,"16억 7,000",167000,83,59,25.107500941531285,17.847500669281274,남동향,2025-10-16 11:08:41,,
2551249762,대흥태영(마포태영),매매,1/22,"19억 5,000",195000,109,84,32.972501236468794,25.41000095287504,남동향,2025-10-16 11:08:41,,
2551754072,대흥태영(마포태영),매매,6/18,"22억 5,000",225000,142,114,42.95500161081256,34.485001293187544,남서향,2025-10-16 11:08:41,,
2555058905,대흥태영(마포태영),전세,8/23,"6억 5,000",65000,83,59,25.107500941531285,17.847500669281274,남서향,2025-10-16 11:08:41,,
2555043832,대흥태영(마포태영),전세,12/18,"8억 3,000",83000,109,84,32.972501236468794,25.41000095287504,남서향,2025-10-16 11:08:41,,
2555559436,대흥태영(마포태영),전세,16/18,11억,110000,142,114,42.95500161081256,34.485001293187544,남서향,2025-10-16 11:08:41,,
2555141939,도원삼성래미안,매매,1/22,"14억 8,000",148000,81,59,24.502500918843783,17.847500669281274,남동향,2025-10-16 11:08:41,,
2555543820,도원삼성래미안,매매,저/22,19억,190000,142,114,42.95500161081256,34.485001293187544,남동향,2025-10-16 11:08:41,,
2554956413,도원삼성래미안,전세,중/22,6억,60000,81,59,24.502500918843783,17.847500669281274,남동향,2025-10-16 11:08:41,,
2555531918,도원삼성래미안,전세,고/22,"6억 5,000",65000,108,84,32.67000122512504,25.41000095287504,남서향,2025-10-16 11:08:41,,
2553339541,도원삼성래미안,전세,중/21,"7억 5,000",75000,142,114,42.95500161081256,34.485001293187544,남동향,2025-10-16 11:08:41,,
2555391648,도화현대1차,매매,12/16,"14억 8,000",148000,94,68,28.435001066312537,20.570000771375028,남향,2025-10-16 11:08:41,,
2554942595,도화현대1차,매매,3/15,"16억 5,000",165000,106,79,32.06500120243754,23.89750089615628,동향,2025-10-16 11:08:41,,
2554870511,도화현대1차,매매,5/15,19억,190000,130,112,39.325001474687554,33.880001270500046,남향,2025-10-16 11:08:41,,
2555268328,도화현대1차,매매,저/13,18억,180000,148,128,44.77000167887506,38.720001452000055,남향,2025-10-16 11:08:41,,
2555470095,도화현대1차,전세,11/15,"5억 5,000",55000,75,54,22.68750085078128,16.33500061256252,동향,2025-10-16 11:08:41,,
2554968946,도화현대1차,전세,11/15,10억,100000,168,147,50.82000190575007,44.46750166753131,남향,2025-10-16 11:08:41,,
2554881051,마포자이,매매,7/19,"25억 5,000",255000,108,84,32.67000122512504,25.41000095287504,남서향,2025-10-16 11:08:41,,
2555434043,마포자이,매매,중/19,28억,280000,135,113,40.8375015314063,34.1825012818438,남동향,2025-10-16 11:08:41,,
2554141352,마포자이,매매,13/25,31억,310000,189,157,57.17250214396883,47.492501780968816,남서향,2025-10-16 11:08:41,,
2555334874,마포자이,전세,고/25,15억,150000,135,113,40.8375015314063,34.1825012818438,남서향,2025-10-16 11:08:41,,
2552851466,삼성,전세,저/17,"6억 5,000",65000,90,72,27.225001020937537,21.78000081675003,남향,2025-10-16 11:08:41,,
2554298457,삼성,전세,3/17,"7억 5,000",75000,104,84,31.46000117975004,25.41000095287504,남서향,2025-10-16 11:08:41,,
2552527954,삼성,전세,1/17,10억,100000,158,136,47.79500179231256,41.140001542750056,남동향,2025-10-16 11:08:41,,
2555044034,삼성,전세,저/17,11억,110000,159,136,48.09750180365632,41.140001542750056,남동향,2025-10-16 11:08:41,,
2555409042,신공덕삼성래미안1차,매매,6/21,"16억 5,000",165000,81,59,24.502500918843783,17.847500669281274,남동향,2025-10-16 11:08:41,,
2555481384,신공덕삼성래미안1차,매매,20/21,19억,190000,109,84,32.972501236468794,25.41000095287504,남동향,2025-10-16 11:08:41,,
2555107789,신공덕삼성래미안1차,매매,저/21,"19억 5,000",195000,142,114,42.95500161081256,34.485001293187544,동향,2025-10-16 11:08:41,,
2555389633,신공덕삼성래미안1차,전세,10/22,"6억 7,000",67000,81,59,24.502500918843783,17.847500669281274,남서향,2025-10-16 11:08:41,,
2554160125,신공덕삼성래미안1차,전세,1/21,"8억 8,000",88000,142,114,42.95500161081256,34.485001293187544,남동향,2025-10-16 11:08:41,,
2554906917,월드메르디앙,매매,1/27,"6억 5,000",65000,105,76,31.7625011910938,22.99000086212503,남향,2025-10-16 11:08:41,,
2553736110,월드메르디앙,매매,중/30,"6억 5,000",65000,113,84,34.1825012818438,25.41000095287504,남향,2025-10-16 11:08:41,,
2555437919,월드메르디앙,매매,7/30,"6억 8,000",68000,118,84,35.69500133856255,25.41000095287504,남향,2025-10-16 11:08:41,,
2553638570,월드메르디앙,매매,1/27,7억,70000,131,101,39.627501486031306,30.55250114571879,남향,2025-10-16 11:08:41,,
2554888989,월드메르디앙,매매,17/30,8억,80000,156,122,47.19000176962506,36.90500138393755,남서향,2025-10-16 11:08:41,,
2552789190,월드메르디앙,매매,중/25,"8억 5,000",85000,191,155,57.777502166656326,46.88750175828131,남향,2025-10-16 11:08:41,,
